year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,80234,3691.21,Mountain Division,Arizona,4019,Owned or being bought,"Yes, phone in household",March,1,3691.21,1 family member present,0 children present,No children under age 5,NIU,60,Female,White,"Married, spouse absent",Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,76276,807.45001,Mountain Division,Colorado,0,Owned or being bought,"Yes, phone in household",March,2,807.45001,5 family members present,3,No children under age 5,28,51,Female,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",2300,8470,52 weeks,40 hours,60000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,43154,1879.9301,South Atlantic Division,Maryland,0,With cash rent,"Yes, phone in household",March,3,2297.0801,4 family members present,0 children present,No children under age 5,NIU,21,Male,Black/Negro,Never married/single,"12th grade, no diploma","NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Poor,Same house,NIU,Same house
2012,7226,238.86,New England Division,Rhode Island,0,Owned or being bought,"Yes, phone in household",March,1,238.86,4 family members present,1 child present,No children under age 5,37,68,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,100-124 percent of the low-income level,No service,Good,Same house,NIU,Same house
2012,37417,434.54001,West North Central Division,South Dakota,0,With cash rent,"Yes, phone in household",March,1,434.54001,1 family member present,0 children present,No children under age 5,NIU,77,Female,White,Widowed,Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,20502,2331.75,East North Central Division,Ohio,0,Owned or being bought,"Yes, phone in household",March,1,2331.75,5 family members present,3,No children under age 5,43,42,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",9130,8680,52 weeks,60 hours,17000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,95515,312.23001,Pacific Division,Hawaii,0,With cash rent,"Yes, phone in household",March,5,246.37,4 family members present,0 children present,No children under age 5,NIU,10,Male,Asian only,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,88385,1287.08,Pacific Division,California,6037,With cash rent,"Yes, phone in household",March,1,1287.08,3 family members present,1 child present,1 child under age 5,2,43,Male,White,"Married, spouse present",Professional school degree,At work,"Yes, in the labor force",2100,7270,20 weeks,40 hours,20000,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,79324,2049.4199,Mountain Division,Arizona,4013,Owned or being bought,"Yes, phone in household",March,4,1514.02,4 family members present,0 children present,No children under age 5,NIU,9,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Good,Same house,NIU,Same house
2012,89403,1707.01,Pacific Division,California,6099,Owned or being bought,"Yes, phone in household",March,1,1707.01,4 family members present,2,1 child under age 5,5,23,Female,White,"Married, spouse present","Associate's degree, occupational/vocational program",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,29481,1292.38,East North Central Division,Wisconsin,0,With cash rent,"Yes, phone in household",March,4,1342.13,4 family members present,0 children present,No children under age 5,NIU,2,Female,White-Black,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,17906,1687.97,Middle Atlantic Division,Pennsylvania,42029,Owned or being bought,"Yes, phone in household",March,5,1885.6,5 family members present,0 children present,No children under age 5,NIU,18,Male,White,Never married/single,Grade 11,At work,"Yes, in the labor force",4110,8680,NIU,5 hours,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,57083,1570.5601,South Atlantic Division,Florida,12086,Owned or being bought,"Yes, phone in household",March,4,2109.3501,7 family members present,0 children present,No children under age 5,NIU,22,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",7200,8770,52 weeks,40 hours,20000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,86233,2954.6499,Pacific Division,California,6019,Owned or being bought,"Yes, phone in household",March,1,2954.6499,8 family members present,6,No children under age 5,22,47,Male,White,"Married, spouse present",None or preschool,At work,"Yes, in the labor force",6050,170,52 weeks,40 hours,19760,Below poverty,No service,Good,Same house,NIU,Same house
2012,8742,638.52002,New England Division,Connecticut,0,Owned or being bought,"Yes, phone in household",March,2,638.52002,4 family members present,2,No children under age 5,35,57,Female,White,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,39525,458.23001,West North Central Division,Nebraska,0,Owned or being bought,"Yes, phone in household",March,2,458.23001,5 family members present,3,No children under age 5,13,34,Male,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",7220,4680,52 weeks,36 hours,40000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,57474,1816.3101,South Atlantic Division,Florida,12021,Owned or being bought,"Yes, phone in household",March,2,1741.62,2 family members present,0 children present,No children under age 5,NIU,8,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Florida,"Wanted to own home, not rent",Moved within county
2012,8105,275.73999,New England Division,Rhode Island,0,With cash rent,"Yes, phone in household",March,1,275.73999,2 family members present,1 child present,No children under age 5,6,33,Female,White,Never married/single,Some college but no degree,At work,"Yes, in the labor force",2540,8470,52 weeks,42 hours,17000,100-124 percent of the low-income level,No service,Very good,Rhode Island,Wanted new or better housing,Moved within county
2012,80908,590.25,Mountain Division,Utah,49049,Owned or being bought,"Yes, phone in household",March,1,590.25,4 family members present,3,No children under age 5,18,43,Female,White,Divorced,"Associate's degree, academic program",At work,"Yes, in the labor force",2000,8190,52 weeks,36 hours,24000,100-124 percent of the low-income level,No service,Excellent,Same house,NIU,Same house
2012,11784,1885.3,Middle Atlantic Division,New York,36005,Owned or being bought,"Yes, phone in household",March,1,1885.3,1 family member present,0 children present,No children under age 5,NIU,73,Male,Black/Negro,Divorced,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,Yes,Good,Same house,NIU,Same house
2012,94691,301.07999,Pacific Division,Alaska,0,With cash rent,"Yes, phone in household",March,1,301.07999,1 family member present,0 children present,No children under age 5,NIU,65,Male,American Indian/Aleut/Eskimo,Divorced,Some college but no degree,At work,"Yes, in the labor force",6330,770,52 weeks,36 hours,0,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,70168,1870.17,West South Central Division,Texas,48439,With cash rent,"Yes, phone in household",March,1,1870.17,1 family member present,0 children present,No children under age 5,NIU,80,Female,Black/Negro,Widowed,Grade 10,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Good,Texas,To establish own household,Moved within county
2012,17693,1645.49,Middle Atlantic Division,Pennsylvania,42071,With cash rent,"Yes, phone in household",March,6,2119.4399,7 family members present,1 child present,1 child under age 5,3,24,Female,White,Never married/single,Grade 10,At work,"Yes, in the labor force",4600,9290,NIU,40 hours,0,Below poverty,No service,Fair,Same house,NIU,Same house
2012,47887,1313.5,South Atlantic Division,Virginia,51740,Owned or being bought,"Yes, phone in household",March,2,807.98999,1 family member present,0 children present,No children under age 5,NIU,69,Male,Black/Negro,Divorced,Master's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,100-124 percent of the low-income level,No service,Poor,Same house,NIU,Same house
2012,14225,1752.2,Middle Atlantic Division,New York,36119,With cash rent,"Yes, phone in household",March,3,1479.4,6 family members present,0 children present,No children under age 5,NIU,9,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,4673,170,New England Division,Vermont,0,Owned or being bought,"Yes, phone in household",March,1,170,2 family members present,1 child present,No children under age 5,10,44,Female,White,Divorced,Some college but no degree,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Excellent,Same house,NIU,Same house
2012,70447,3112.0901,West South Central Division,Texas,48039,With cash rent,"Yes, phone in household",March,1,3112.0901,5 family members present,3,No children under age 5,12,36,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",8740,7290,52 weeks,40 hours,60000,150 percent and above the low-income level,No service,Excellent,Texas,Wanted better neighborhood,Moved within county
2012,66765,1758.54,West South Central Division,Oklahoma,0,Owned or being bought,"Yes, phone in household",March,1,1758.54,5 family members present,2,No children under age 5,16,55,Female,White-American Indian,Divorced,High school diploma or equivalent,At work,"Yes, in the labor force",4760,5180,52 weeks,36 hours,16000,Below poverty,No service,Good,Same house,NIU,Same house
2012,60782,1511.05,East South Central Division,Tennessee,0,No cash rent,"Yes, phone in household",March,3,1997.79,3 family members present,0 children present,No children under age 5,NIU,3,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Good,Same house,NIU,Same house
2012,9102,472.54999,New England Division,Connecticut,0,Owned or being bought,"Yes, phone in household",March,3,616.15997,6 family members present,0 children present,No children under age 5,NIU,14,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Excellent,Same house,NIU,Same house
2012,85554,896.33002,Pacific Division,Oregon,0,Owned or being bought,"Yes, phone in household",March,2,553.77002,6 family members present,0 children present,No children under age 5,NIU,55,Male,American Indian/Aleut/Eskimo,Never married/single,Bachelor's degree,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Poor,Same house,NIU,Same house
2012,25444,1708.01,East North Central Division,Illinois,17111,Owned or being bought,"Yes, phone in household",March,2,1708.01,4 family members present,2,No children under age 5,16,50,Female,White,"Married, spouse present","Associate's degree, occupational/vocational program",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,46525,162.39999,South Atlantic Division,District of Columbia,11001,With cash rent,"Yes, phone in household",March,4,156.95,5 family members present,0 children present,No children under age 5,NIU,5,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Excellent,Same house,NIU,Same house
2012,20598,2949.05,East North Central Division,Ohio,39165,Owned or being bought,"No, no phone available",March,2,2949.05,1 family member present,0 children present,No children under age 5,NIU,36,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",6440,770,25 weeks,54 hours,47000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,94884,215.45,Pacific Division,Alaska,0,Owned or being bought,"Yes, phone in household",March,3,256.88,3 family members present,0 children present,No children under age 5,NIU,18,Female,White,Never married/single,Grade 11,At work,"Yes, in the labor force",4720,4970,52 weeks,16 hours,14000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,71844,2053.28,West South Central Division,Texas,48303,Owned or being bought,"Yes, phone in household",March,5,1915.17,5 family members present,0 children present,No children under age 5,NIU,6,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,86042,1584.64,Pacific Division,California,6029,With cash rent,"Yes, phone in household",March,5,2089.3899,5 family members present,0 children present,No children under age 5,NIU,10,Female,Asian only,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,57022,1818.53,South Atlantic Division,Florida,12086,Owned or being bought,"Yes, phone in household",March,4,1547.76,5 family members present,0 children present,No children under age 5,NIU,6,Female,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,43276,995.57001,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,4,853.64001,5 family members present,0 children present,No children under age 5,NIU,5,Female,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,19266,1769.64,Middle Atlantic Division,Pennsylvania,42011,Owned or being bought,"Yes, phone in household",March,2,1769.64,6 family members present,4,2,10,37,Male,White,"Married, spouse present","Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",7140,3580,14 weeks,32 hours,37280,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,42479,227.05,South Atlantic Division,Delaware,10003,Owned or being bought,"Yes, phone in household",March,1,227.05,3 family members present,0 children present,No children under age 5,NIU,47,Male,Black/Negro,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",2340,7890,44 weeks,25 hours,30000,150 percent and above the low-income level,Yes,Excellent,Same house,NIU,Same house
2012,54110,1829.98,South Atlantic Division,Georgia,0,Owned or being bought,"Yes, phone in household",March,4,1750.85,5 family members present,0 children present,No children under age 5,NIU,20,Female,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,44681,1523.8,South Atlantic Division,Maryland,24033,Owned or being bought,"Yes, phone in household",March,1,1523.8,1 family member present,0 children present,No children under age 5,NIU,58,Female,White,Never married/single,High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,68646,3530.6799,West South Central Division,Texas,0,With cash rent,"Yes, phone in household",March,1,3530.6799,1 family member present,0 children present,No children under age 5,NIU,61,Female,White,Divorced,Some college but no degree,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Poor,Same house,NIU,Same house
2012,18181,1598.3,Middle Atlantic Division,Pennsylvania,42091,Owned or being bought,"Yes, phone in household",March,3,1396.37,5 family members present,0 children present,No children under age 5,NIU,9,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,62017,1949.24,East South Central Division,Tennessee,47165,Owned or being bought,"Yes, phone in household",March,4,1435.37,5 family members present,0 children present,No children under age 5,NIU,10,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,50763,1903.91,South Atlantic Division,North Carolina,37119,Owned or being bought,"Yes, phone in household",March,3,1812.73,4 family members present,0 children present,No children under age 5,NIU,10,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,91816,1155.23,Pacific Division,California,6001,With cash rent,"No, no phone available",March,1,1155.23,1 family member present,0 children present,No children under age 5,NIU,42,Male,White,Never married/single,"Associate's degree, academic program",At work,"Yes, in the labor force",9620,9290,52 weeks,36 hours,30000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,89086,1723.22,Pacific Division,California,6059,Owned or being bought,"Yes, phone in household",March,3,1946.46,3 family members present,0 children present,No children under age 5,NIU,1,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,79047,857.97998,Mountain Division,New Mexico,35049,Owned or being bought,"Yes, phone in household",March,1,857.97998,4 family members present,2,2,3,34,Female,White,"Married, spouse present",Bachelor's degree,"Has job, not at work last week","Yes, in the labor force",3110,8190,36 weeks,NIU,90000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,6562,3372.6499,New England Division,Massachusetts,0,With cash rent,"Yes, phone in household",March,1,3372.6499,3 family members present,0 children present,No children under age 5,NIU,52,Female,White,"Married, spouse present","Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",5140,770,52 weeks,60 hours,40000,150 percent and above the low-income level,No service,Very good,Massachusetts,Other job-related reason,Moved within county
2012,42692,899.84003,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,2,663.57001,2 family members present,0 children present,No children under age 5,NIU,13,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,34245,1327.28,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,1,1327.28,4 family members present,2,No children under age 5,14,43,Male,White,"Married, spouse present","Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",205,180,52 weeks,40 hours,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,10302,1083.35,New England Division,Connecticut,0,With cash rent,"Yes, phone in household",March,2,1083.35,2 family members present,0 children present,No children under age 5,NIU,28,Female,Asian only,"Married, spouse present",Doctorate degree,At work,"Yes, in the labor force",3320,8190,52 weeks,40 hours,80000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,52643,1099.9,South Atlantic Division,South Carolina,45079,With cash rent,"No, no phone available",March,1,1099.9,3 family members present,1 child present,No children under age 5,32,71,Female,White,Divorced,Grades 5 or 6,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,91849,1831.45,Pacific Division,California,6001,With cash rent,"Yes, phone in household",March,3,1812.63,4 family members present,0 children present,No children under age 5,NIU,17,Female,White,Never married/single,Grade 11,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,California,Other family reason,Moved within county
2012,32219,1993.52,West North Central Division,Minnesota,0,Owned or being bought,"Yes, phone in household",March,3,2126.03,4 family members present,0 children present,No children under age 5,NIU,8,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,89891,1358.12,Pacific Division,California,6065,Owned or being bought,"Yes, phone in household",March,4,1459.66,5 family members present,0 children present,No children under age 5,NIU,17,Female,White,Never married/single,Grade 11,Not in labor force,"No, not in the labor force",0,0,24 weeks,NIU,2910,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,17534,1884.54,Middle Atlantic Division,Pennsylvania,0,Owned or being bought,"Yes, phone in household",March,4,1934.05,5 family members present,0 children present,No children under age 5,NIU,16,Male,White,Never married/single,Grade 9,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,5926,1456.97,New England Division,Massachusetts,0,With cash rent,"Yes, phone in household",March,2,2197.29,1 family member present,0 children present,No children under age 5,NIU,26,Male,White,Never married/single,Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Good,Same house,NIU,Same house
2012,90160,1400.3,Pacific Division,California,6071,With cash rent,"Yes, phone in household",March,1,1400.3,5 family members present,4,1 child under age 5,15,36,Female,White,Divorced,"Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",9130,580,52 weeks,50 hours,55000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,21139,1579.88,East North Central Division,Ohio,39049,Owned or being bought,"Yes, phone in household",March,4,1782.8,4 family members present,0 children present,No children under age 5,NIU,4,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,34415,1327.28,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,1,1327.28,4 family members present,1 child present,No children under age 5,8,53,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",430,8770,52 weeks,45 hours,70000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,15604,1343.74,Middle Atlantic Division,New Jersey,34025,With cash rent,"Yes, phone in household",March,4,1214.99,5 family members present,0 children present,No children under age 5,NIU,2,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,60667,1167.48,East South Central Division,Kentucky,21111,Owned or being bought,"Yes, phone in household",March,3,1367.8,3 family members present,0 children present,No children under age 5,NIU,1,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,13197,2027.34,Middle Atlantic Division,New York,36081,With cash rent,"Yes, phone in household",March,1,2027.34,2 family members present,1 child present,No children under age 5,8,48,Female,Black/Negro,Never married/single,High school diploma or equivalent,"Unemployed, experienced worker","Yes, in the labor force",9610,8570,48 weeks,NIU,17280,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,66550,2676.74,West South Central Division,Oklahoma,0,Owned or being bought,"Yes, phone in household",March,2,2676.74,3 family members present,1 child present,No children under age 5,21,54,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",2300,7860,52 weeks,40 hours,40000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,70754,2097.3701,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,1,2097.3701,3 family members present,1 child present,No children under age 5,27,47,Male,Black/Negro,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",4020,8190,52 weeks,45 hours,30000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,74750,148.06,Mountain Division,Wyoming,0,Owned or being bought,"Yes, phone in household",March,3,140.16,3 family members present,0 children present,No children under age 5,NIU,18,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",2600,8560,52 weeks,32 hours,11000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,24258,1321.41,East North Central Division,Illinois,0,With cash rent,"Yes, phone in household",March,3,1113.3101,3 family members present,0 children present,No children under age 5,NIU,3,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,64794,1049.9,West South Central Division,Arkansas,0,With cash rent,"Yes, phone in household",March,3,1163.21,4 family members present,0 children present,No children under age 5,NIU,15,Female,White-American Indian,Never married/single,Grade 10,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,90064,1407.8199,Pacific Division,California,6065,Owned or being bought,"Yes, phone in household",March,1,1407.8199,5 family members present,3,No children under age 5,23,43,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",630,7580,52 weeks,50 hours,45000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,31633,1184.6801,West North Central Division,Minnesota,0,With cash rent,"Yes, phone in household",March,2,1409.11,2 family members present,0 children present,No children under age 5,NIU,Under 1 year,Female,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Very good,NIU,NIU,NIU
2012,4226,152.25999,New England Division,Vermont,0,Owned or being bought,"Yes, phone in household",March,2,107.43,2 family members present,0 children present,No children under age 5,NIU,61,Male,White-American Indian,Divorced,High school diploma or equivalent,At work,"Yes, in the labor force",7200,8770,52 weeks,44 hours,30000,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,62849,1832.11,East South Central Division,Alabama,0,With cash rent,"Yes, phone available",March,1,1832.11,3 family members present,2,No children under age 5,6,27,Female,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",9610,570,52 weeks,40 hours,50000,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,88796,1496.6,Pacific Division,California,6059,With cash rent,"Yes, phone in household",March,1,1496.6,4 family members present,2,No children under age 5,9,32,Female,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",2010,8380,52 weeks,40 hours,45000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,77428,977.06,Mountain Division,Colorado,8035,Owned or being bought,"Yes, phone in household",March,1,977.06,4 family members present,2,No children under age 5,10,58,Male,White,"Married, spouse present",Professional school degree,At work,"Yes, in the labor force",2100,3590,52 weeks,50 hours,500000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,31213,926.22998,West North Central Division,Minnesota,27037,Owned or being bought,"Yes, phone in household",March,3,1125.99,4 family members present,0 children present,No children under age 5,NIU,21,Female,White,Never married/single,Some college but no degree,At work,"Yes, in the labor force",8965,7590,40 weeks,20 hours,380,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,66504,1958.4399,West South Central Division,Oklahoma,0,With cash rent,"Yes, phone in household",March,1,1958.4399,3 family members present,2,2,4,22,Female,White-Black,"Married, spouse absent",Some college but no degree,"Unemployed, experienced worker","Yes, in the labor force",4110,8680,15 weeks,NIU,50,Below poverty,No service,Fair,Same house,NIU,Same house
2012,16819,1581.5699,Middle Atlantic Division,Pennsylvania,0,Owned or being bought,"Yes, phone in household",March,1,1581.5699,3 family members present,1 child present,No children under age 5,18,38,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",5100,6870,52 weeks,35 hours,22000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,7201,252,New England Division,Rhode Island,0,Owned or being bought,"Yes, phone in household",March,5,310.06,5 family members present,0 children present,No children under age 5,NIU,29,Male,White,Never married/single,Some college but no degree,"Unemployed, experienced worker","Yes, in the labor force",8965,4090,12 weeks,NIU,12000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,18847,2039.3199,Middle Atlantic Division,Pennsylvania,42003,With cash rent,"Yes, phone in household",March,3,1752.95,3 family members present,0 children present,No children under age 5,NIU,4,Female,Black-American Indian,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Excellent,Same house,NIU,Same house
2012,27386,1440.54,East North Central Division,Michigan,26163,Owned or being bought,"Yes, phone in household",March,1,1440.54,1 family member present,0 children present,No children under age 5,NIU,74,Male,Black/Negro,Never married/single,Master's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Good,Same house,NIU,Same house
2012,73929,589.28003,Mountain Division,Idaho,0,With cash rent,"Yes, phone in household",March,2,395.42001,3 family members present,0 children present,No children under age 5,NIU,6,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Very good,Same house,NIU,Same house
2012,51894,1100.4301,South Atlantic Division,South Carolina,0,Owned or being bought,"Yes, phone in household",March,2,1204.97,2 family members present,0 children present,No children under age 5,NIU,52,Female,Black/Negro,Never married/single,Grade 11,"Unemployed, experienced worker","Yes, in the labor force",4230,8660,NIU,NIU,0,125-149 percent of the low-income level,No service,Good,Same house,NIU,Same house
2012,34677,1805.11,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,2,1805.11,4 family members present,2,No children under age 5,25,51,Female,Black/Negro,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",5540,6370,52 weeks,40 hours,52000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,64050,919.60999,East South Central Division,Mississippi,0,Owned or being bought,"Yes, phone in household",March,2,919.60999,2 family members present,0 children present,No children under age 5,NIU,56,Male,Black/Negro,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",5540,6370,52 weeks,40 hours,64431,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
